ID,Name,Pokedex Number,Supertype,Subtypes,HP,Types,Attacks,Weaknesses,Retreat Cost,Set Name,Release Date,Artist,Rarity,Card Image (Small),Card Image HiRes,TCG Player URL,TCG Price Date,TCG Market Price USD (Normal),TCG Low Price USD (Normal),TCG High Price USD (Normal),TCG Market Price USD (Reverse Holofoil),TCG Low Price USD (Reverse Holofoil),TCG High Price USD (Reverse Holofoil),TCG Market Price USD (Holofoil),TCG Low Price USD (Holofoil),TCG High Price USD (Holofoil)
swsh1-11,Grookey,810.0,Pokémon,Basic,70,Grass,"Scratch (10), Beat (20)",Fire ×2,1,Sword & Shield,2020/02/07,Kouki Saitou,Common,https://images.pokemontcg.io/swsh1/11.png,https://images.pokemontcg.io/swsh1/11_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-11,2025/02/22,0.08,0.01,1.31,0.18,0.07,2.0,,,
swsh1-12,Thwackey,811.0,Pokémon,Stage 1,100,Grass,"Taunt (), Double Hit (60×)",Fire ×2,2,Sword & Shield,2020/02/07,Megumi Mizutani,Uncommon,https://images.pokemontcg.io/swsh1/12.png,https://images.pokemontcg.io/swsh1/12_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-12,2025/02/22,0.08,0.01,1.22,0.61,0.3,4.24,,,
swsh1-13,Thwackey,811.0,Pokémon,Stage 1,100,Grass,"Beat (30), Ambush (50+)",Fire ×2,2,Sword & Shield,2020/02/07,Akira Komayama,Uncommon,https://images.pokemontcg.io/swsh1/13.png,https://images.pokemontcg.io/swsh1/13_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-13,2025/02/22,0.06,0.01,1.0,0.49,0.1,2.0,,,
swsh1-14,Rillaboom,812.0,Pokémon,Stage 2,170,Grass,Hammer In (140),Fire ×2,3,Sword & Shield,2020/02/07,Anesaki Dynamic,Rare Holo,https://images.pokemontcg.io/swsh1/14.png,https://images.pokemontcg.io/swsh1/14_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-14,2025/02/22,,,,0.35,0.2,2.0,0.2,0.08,2.0
swsh1-15,Rillaboom,812.0,Pokémon,Stage 2,190,Grass,"Drum Roll (90), Drum Beating (180)",Fire ×2,4,Sword & Shield,2020/02/07,Shin Nagasawa,Rare,https://images.pokemontcg.io/swsh1/15.png,https://images.pokemontcg.io/swsh1/15_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-15,2025/02/22,0.3,0.14,2.0,0.55,0.25,2.0,,,
swsh1-16,Blipbug,824.0,Pokémon,Basic,50,Grass,Gnaw (20),Fire ×2,1,Sword & Shield,2020/02/07,nagimiso,Common,https://images.pokemontcg.io/swsh1/16.png,https://images.pokemontcg.io/swsh1/16_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-16,2025/02/22,0.04,0.01,1.0,0.14,0.04,2.0,,,
swsh1-17,Blipbug,824.0,Pokémon,Basic,40,Grass,Call for Family (),Fire ×2,1,Sword & Shield,2020/02/07,Mina Nakai,Common,https://images.pokemontcg.io/swsh1/17.png,https://images.pokemontcg.io/swsh1/17_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-17,2025/02/22,0.07,0.01,1.0,0.14,0.06,2.0,,,
swsh1-18,Dottler,825.0,Pokémon,Stage 1,70,Grass,"Reflect (), Ram (30)",Fire ×2,2,Sword & Shield,2020/02/07,Misa Tsutsui,Uncommon,https://images.pokemontcg.io/swsh1/18.png,https://images.pokemontcg.io/swsh1/18_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-18,2025/02/22,0.08,0.01,1.27,0.29,0.08,1.0,,,
swsh1-19,Orbeetle,826.0,Pokémon,Stage 2,130,Grass,Brainwave (90+),Fire ×2,1,Sword & Shield,2020/02/07,Hitoshi Ariga,Rare,https://images.pokemontcg.io/swsh1/19.png,https://images.pokemontcg.io/swsh1/19_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-19,2025/02/22,0.19,0.07,2.0,0.39,0.14,2.0,,,
swsh1-20,Gossifleur,829.0,Pokémon,Basic,50,Grass,"Call for Family (), Razor Leaf (10)",Fire ×2,1,Sword & Shield,2020/02/07,Saya Tsuruta,Common,https://images.pokemontcg.io/swsh1/20.png,https://images.pokemontcg.io/swsh1/20_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-20,2025/02/22,0.13,0.01,1.35,0.26,0.12,2.0,,,
swsh1-21,Eldegoss,830.0,Pokémon,Stage 1,80,Grass,"Blessing of Fluff (), Leafage (30)",Fire ×2,1,Sword & Shield,2020/02/07,Kagemaru Himeno,Uncommon,https://images.pokemontcg.io/swsh1/21.png,https://images.pokemontcg.io/swsh1/21_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-21,2025/02/22,0.08,0.01,1.18,0.37,0.19,0.99,,,
swsh1-22,Vulpix,37.0,Pokémon,Basic,70,Fire,Flare (20),Water ×2,1,Sword & Shield,2020/02/07,Taira Akitsu,Common,https://images.pokemontcg.io/swsh1/22.png,https://images.pokemontcg.io/swsh1/22_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-22,2025/02/22,0.11,0.01,1.28,0.27,0.11,2.0,,,
swsh1-23,Ninetales,38.0,Pokémon,Stage 1,120,Fire,"Flame Cloak (30), Fire Mane (70)",Water ×2,1,Sword & Shield,2020/02/07,Megumi Higuchi,Rare,https://images.pokemontcg.io/swsh1/23.png,https://images.pokemontcg.io/swsh1/23_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-23,2025/02/22,0.25,0.05,11.5,0.63,0.1,1.1,,,
swsh1-24,Torkoal V,324.0,Pokémon,"Basic, V",210,Fire,"Combustion Pillar (90+), Steam Crush (120)",Water ×2,4,Sword & Shield,2020/02/07,Ayaka Yoshida,Rare Holo V,https://images.pokemontcg.io/swsh1/24.png,https://images.pokemontcg.io/swsh1/24_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-24,2025/02/22,,,,,,,0.71,0.24,89.0
swsh1-25,Victini V,494.0,Pokémon,"Basic, V",190,Fire,"Spreading Flames (), Energy Burst (30×)",Water ×2,2,Sword & Shield,2020/02/07,PLANETA Tsuji,Rare Holo V,https://images.pokemontcg.io/swsh1/25.png,https://images.pokemontcg.io/swsh1/25_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-25,2025/02/22,,,,,,,0.63,0.4,89.0
swsh1-26,Heatmor,631.0,Pokémon,Basic,110,Fire,"Searing Flame (10), Fire Claws (50)",Water ×2,1,Sword & Shield,2020/02/07,kawayoo,Uncommon,https://images.pokemontcg.io/swsh1/26.png,https://images.pokemontcg.io/swsh1/26_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-26,2025/02/22,0.05,0.01,1.29,0.29,0.19,2.0,,,
swsh1-27,Salandit,757.0,Pokémon,Basic,70,Fire,Smog (),Water ×2,1,Sword & Shield,2020/02/07,SATOSHI NAKAI,Common,https://images.pokemontcg.io/swsh1/27.png,https://images.pokemontcg.io/swsh1/27_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-27,2025/02/22,0.04,0.01,5.01,0.17,0.09,2.0,,,
swsh1-28,Salazzle,758.0,Pokémon,Stage 1,120,Fire,"Searing Flame (20), Bright Flame (120)",Water ×2,1,Sword & Shield,2020/02/07,Tomokazu Komiya,Uncommon,https://images.pokemontcg.io/swsh1/28.png,https://images.pokemontcg.io/swsh1/28_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-28,2025/02/22,0.11,0.01,1.3,0.41,0.2,2.0,,,
swsh1-29,Turtonator,776.0,Pokémon,Basic,130,Fire,"Tackle (30), Fire Spin (150)",Water ×2,3,Sword & Shield,2020/02/07,KEIICHIRO ITO,Rare,https://images.pokemontcg.io/swsh1/29.png,https://images.pokemontcg.io/swsh1/29_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-29,2025/02/22,0.14,0.05,2.0,0.42,0.24,2.0,,,
swsh1-30,Scorbunny,813.0,Pokémon,Basic,60,Fire,Ember (30),Water ×2,1,Sword & Shield,2020/02/07,kirisAki,Common,https://images.pokemontcg.io/swsh1/30.png,https://images.pokemontcg.io/swsh1/30_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-30,2025/02/22,0.08,0.01,1.31,0.2,0.1,2.0,,,
swsh1-31,Scorbunny,813.0,Pokémon,Basic,70,Fire,"Tackle (10), Flare (20)",Water ×2,1,Sword & Shield,2020/02/07,Kagemaru Himeno,Common,https://images.pokemontcg.io/swsh1/31.png,https://images.pokemontcg.io/swsh1/31_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-31,2025/02/22,0.08,0.01,5.01,0.25,0.09,1.99,,,
swsh1-32,Raboot,814.0,Pokémon,Stage 1,90,Fire,"Flame Charge (20), Magnum Kick (70)",Water ×2,1,Sword & Shield,2020/02/07,Mizue,Uncommon,https://images.pokemontcg.io/swsh1/32.png,https://images.pokemontcg.io/swsh1/32_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-32,2025/02/22,0.15,0.01,11.5,0.44,0.35,4.49,,,
swsh1-33,Raboot,814.0,Pokémon,Stage 1,90,Fire,"Kick (20), Heat Blast (50)",Water ×2,1,Sword & Shield,2020/02/07,Akira Komayama,Uncommon,https://images.pokemontcg.io/swsh1/33.png,https://images.pokemontcg.io/swsh1/33_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-33,2025/02/22,0.11,0.03,1.22,0.6,0.25,1.64,,,
swsh1-34,Cinderace,815.0,Pokémon,Stage 2,170,Fire,Flare Striker (190),Water ×2,1,Sword & Shield,2020/02/07,Kouki Saitou,Rare Holo,https://images.pokemontcg.io/swsh1/34.png,https://images.pokemontcg.io/swsh1/34_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-34,2025/02/22,,,,0.43,0.24,2.0,0.34,0.07,3.22
swsh1-35,Cinderace,815.0,Pokémon,Stage 2,170,Fire,"Pyro Ball (50), Burning Kick (160)",Water ×2,1,Sword & Shield,2020/02/07,Naoki Saito,Rare Holo,https://images.pokemontcg.io/swsh1/35.png,https://images.pokemontcg.io/swsh1/35_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-35,2025/02/22,,,,0.53,0.3,2.0,0.25,0.14,2.0
swsh1-36,Cinderace,815.0,Pokémon,Stage 2,170,Fire,"Flame Cloak (40), Bright Flame (160)",Water ×2,2,Sword & Shield,2020/02/07,Shin Nagasawa,Rare,https://images.pokemontcg.io/swsh1/36.png,https://images.pokemontcg.io/swsh1/36_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-36,2025/02/22,0.33,0.09,8.99,0.37,0.17,6.78,,,
swsh1-37,Sizzlipede,850.0,Pokémon,Basic,70,Fire,"Bite (10), Combustion (50)",Water ×2,1,Sword & Shield,2020/02/07,Akira Komayama,Common,https://images.pokemontcg.io/swsh1/37.png,https://images.pokemontcg.io/swsh1/37_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-37,2025/02/22,0.06,0.01,1.33,0.2,0.09,2.0,,,
swsh1-38,Sizzlipede,850.0,Pokémon,Basic,70,Fire,Relentless Flames (40×),Water ×2,1,Sword & Shield,2020/02/07,Kouki Saitou,Common,https://images.pokemontcg.io/swsh1/38.png,https://images.pokemontcg.io/swsh1/38_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-38,2025/02/22,0.08,0.01,1.32,0.2,0.06,2.0,,,
swsh1-39,Centiskorch,851.0,Pokémon,Stage 1,130,Fire,"Hundred Foot Flames (), Searing Flame (110)",Water ×2,3,Sword & Shield,2020/02/07,Anesaki Dynamic,Rare,https://images.pokemontcg.io/swsh1/39.png,https://images.pokemontcg.io/swsh1/39_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-39,2025/02/22,0.23,0.1,2.0,0.54,0.23,1.62,,,
swsh1-40,Shellder,90.0,Pokémon,Basic,70,Water,Water Splash (20+),Lightning ×2,1,Sword & Shield,2020/02/07,Sekio,Common,https://images.pokemontcg.io/swsh1/40.png,https://images.pokemontcg.io/swsh1/40_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-40,2025/02/22,0.06,0.01,5.01,0.18,0.07,2.0,,,
swsh1-41,Cloyster,91.0,Pokémon,Stage 1,130,Water,"Shell Grab (30), Tidal Wave (100)",Lightning ×2,2,Sword & Shield,2020/02/07,MAHOU,Rare,https://images.pokemontcg.io/swsh1/41.png,https://images.pokemontcg.io/swsh1/41_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-41,2025/02/22,0.12,0.03,2.0,0.45,0.1,1.6,,,
swsh1-42,Krabby,98.0,Pokémon,Basic,80,Water,"Aqua Shower (), Vise Grip (30)",Lightning ×2,2,Sword & Shield,2020/02/07,ryoma uratsuka,Common,https://images.pokemontcg.io/swsh1/42.png,https://images.pokemontcg.io/swsh1/42_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-42,2025/02/22,0.07,0.01,1.5,0.2,0.05,2.0,,,
swsh1-43,Krabby,98.0,Pokémon,Basic,80,Water,Super Slice (120),Lightning ×2,2,Sword & Shield,2020/02/07,miki kudo,Common,https://images.pokemontcg.io/swsh1/43.png,https://images.pokemontcg.io/swsh1/43_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-43,2025/02/22,0.09,0.01,1.31,0.23,0.12,2.0,,,
swsh1-44,Kingler,99.0,Pokémon,Stage 1,130,Water,"Heavy Pincers (40), Claw Rend (90+)",Lightning ×2,2,Sword & Shield,2020/02/07,tetsuya koizumi,Uncommon,https://images.pokemontcg.io/swsh1/44.png,https://images.pokemontcg.io/swsh1/44_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-44,2025/02/22,0.11,0.01,1.22,0.43,0.25,2.0,,,
swsh1-45,Goldeen,118.0,Pokémon,Basic,70,Water,Horn Attack (10),Lightning ×2,1,Sword & Shield,2020/02/07,Suwama Chiaki,Common,https://images.pokemontcg.io/swsh1/45.png,https://images.pokemontcg.io/swsh1/45_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-45,2025/02/22,0.06,0.01,1.49,0.2,0.08,2.0,,,
swsh1-46,Goldeen,118.0,Pokémon,Basic,70,Water,"Collect (), Waterfall (20)",Lightning ×2,1,Sword & Shield,2020/02/07,SATOSHI NAKAI,Common,https://images.pokemontcg.io/swsh1/46.png,https://images.pokemontcg.io/swsh1/46_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-46,2025/02/22,0.09,0.01,1.33,0.2,0.05,2.0,,,
swsh1-47,Seaking,119.0,Pokémon,Stage 1,110,Water,"Ripping Horn (), Pierce (50)",Lightning ×2,2,Sword & Shield,2020/02/07,Shibuzoh.,Uncommon,https://images.pokemontcg.io/swsh1/47.png,https://images.pokemontcg.io/swsh1/47_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-47,2025/02/22,0.08,0.01,1.31,0.41,0.15,2.49,,,
swsh1-48,Lapras,131.0,Pokémon,Basic,130,Water,Aqua Wash (70),Lightning ×2,3,Sword & Shield,2020/02/07,Kazuma Koda,Rare,https://images.pokemontcg.io/swsh1/48.png,https://images.pokemontcg.io/swsh1/48_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-48,2025/02/22,0.25,0.05,89.0,0.46,0.25,2.0,,,
swsh1-49,Lapras V,131.0,Pokémon,"Basic, V",210,Water,"Body Surf (), Ocean Loop (210)",Lightning ×2,2,Sword & Shield,2020/02/07,Hasuno,Rare Holo V,https://images.pokemontcg.io/swsh1/49.png,https://images.pokemontcg.io/swsh1/49_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-49,2025/02/22,,,,,,,1.63,0.85,89.0
swsh1-50,Lapras VMAX,131.0,Pokémon,VMAX,320,Water,G-Max Pump (90+),Lightning ×2,3,Sword & Shield,2020/02/07,5ban Graphics,Rare Holo VMAX,https://images.pokemontcg.io/swsh1/50.png,https://images.pokemontcg.io/swsh1/50_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-50,2025/02/22,,,,,,,3.09,2.0,10.99
swsh1-51,Qwilfish,211.0,Pokémon,Basic,90,Water,Venoshock (10+),Lightning ×2,1,Sword & Shield,2020/02/07,Midori Harada,Uncommon,https://images.pokemontcg.io/swsh1/51.png,https://images.pokemontcg.io/swsh1/51_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-51,2025/02/22,0.12,0.01,1.32,0.31,0.15,2.0,,,
swsh1-52,Mantine,226.0,Pokémon,Basic,110,Water,"Water Reserve (), Wave Splash (60)",Lightning ×2,1,Sword & Shield,2020/02/07,Jumpei Akasaka,Uncommon,https://images.pokemontcg.io/swsh1/52.png,https://images.pokemontcg.io/swsh1/52_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-52,2025/02/22,0.1,0.02,1.0,0.38,0.15,4.99,,,
swsh1-53,Keldeo V,647.0,Pokémon,"Basic, V",210,Water,"Wave Splash (40), Secret Sword (50+)",Lightning ×2,2,Sword & Shield,2020/02/07,PLANETA Igarashi,Rare Holo V,https://images.pokemontcg.io/swsh1/53.png,https://images.pokemontcg.io/swsh1/53_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-53,2025/02/22,,,,,,,0.71,0.45,5.99
swsh1-54,Sobble,816.0,Pokémon,Basic,60,Water,Water Gun (20),Lightning ×2,1,Sword & Shield,2020/02/07,Megumi Mizutani,Common,https://images.pokemontcg.io/swsh1/54.png,https://images.pokemontcg.io/swsh1/54_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-54,2025/02/22,0.07,0.01,1.32,0.17,0.01,2.0,,,
swsh1-55,Sobble,816.0,Pokémon,Basic,70,Water,"Pound (10), Water Gun (20)",Lightning ×2,1,Sword & Shield,2020/02/07,Hitoshi Ariga,Common,https://images.pokemontcg.io/swsh1/55.png,https://images.pokemontcg.io/swsh1/55_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-55,2025/02/22,0.09,0.01,11.5,0.21,0.1,2.0,,,
swsh1-56,Drizzile,817.0,Pokémon,Stage 1,90,Water,Water Drip (30),Lightning ×2,1,Sword & Shield,2020/02/07,Naoki Saito,Uncommon,https://images.pokemontcg.io/swsh1/56.png,https://images.pokemontcg.io/swsh1/56_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-56,2025/02/22,0.18,0.05,7.95,0.67,0.2,5.99,,,
swsh1-57,Drizzile,817.0,Pokémon,Stage 1,90,Water,"Rain Splash (30), Wave Splash (40)",Lightning ×2,1,Sword & Shield,2020/02/07,Mizue,Uncommon,https://images.pokemontcg.io/swsh1/57.png,https://images.pokemontcg.io/swsh1/57_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-57,2025/02/22,0.08,0.01,1.0,0.43,0.15,1.01,,,
swsh1-58,Inteleon,818.0,Pokémon,Stage 2,160,Water,Aqua Bullet (120),Lightning ×2,1,Sword & Shield,2020/02/07,Kagemaru Himeno,Rare Holo,https://images.pokemontcg.io/swsh1/58.png,https://images.pokemontcg.io/swsh1/58_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-58,2025/02/22,,,,0.62,0.25,5.99,0.42,0.25,9.89
swsh1-59,Inteleon,818.0,Pokémon,Stage 2,160,Water,"Silent Shot (40), Hydro Snipe (100)",Lightning ×2,1,Sword & Shield,2020/02/07,Akira Komayama,Rare,https://images.pokemontcg.io/swsh1/59.png,https://images.pokemontcg.io/swsh1/59_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-59,2025/02/22,0.21,0.1,1.99,0.46,0.24,2.0,,,
swsh1-60,Chewtle,833.0,Pokémon,Basic,80,Water,"Bite (30), Water Gun (50)",Lightning ×2,2,Sword & Shield,2020/02/07,Mina Nakai,Common,https://images.pokemontcg.io/swsh1/60.png,https://images.pokemontcg.io/swsh1/60_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-60,2025/02/22,0.08,0.01,1.57,0.19,0.05,2.0,,,
swsh1-61,Drednaw,834.0,Pokémon,Stage 1,130,Water,"Vise Bite (60+), Jaw Lock (130)",Lightning ×2,3,Sword & Shield,2020/02/07,Hitoshi Ariga,Rare,https://images.pokemontcg.io/swsh1/61.png,https://images.pokemontcg.io/swsh1/61_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-61,2025/02/22,0.09,0.03,2.0,0.4,0.19,9.99,,,
swsh1-62,Cramorant,845.0,Pokémon,Basic,110,Water,"Water Arrow (), Water Gun (50)",Lightning ×2,1,Sword & Shield,2020/02/07,Shin Nagasawa,Rare,https://images.pokemontcg.io/swsh1/62.png,https://images.pokemontcg.io/swsh1/62_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-62,2025/02/22,0.15,0.03,2.0,0.36,0.16,1.51,,,
swsh1-63,Snom,872.0,Pokémon,Basic,50,Water,Ram (10),Metal ×2,1,Sword & Shield,2020/02/07,Mina Nakai,Common,https://images.pokemontcg.io/swsh1/63.png,https://images.pokemontcg.io/swsh1/63_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-63,2025/02/22,0.07,0.01,1.58,0.33,0.1,2.0,,,
swsh1-64,Frosmoth,873.0,Pokémon,Stage 1,90,Water,Aurora Beam (30),Metal ×2,2,Sword & Shield,2020/02/07,Kagemaru Himeno,Rare Holo,https://images.pokemontcg.io/swsh1/64.png,https://images.pokemontcg.io/swsh1/64_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-64,2025/02/22,,,,0.39,0.08,2.97,0.33,0.1,2.0
swsh1-65,Pikachu,25.0,Pokémon,Basic,60,Lightning,"Charge (), Electro Ball (20)",Fighting ×2,1,Sword & Shield,2020/02/07,Ryuta Fuse,Common,https://images.pokemontcg.io/swsh1/65.png,https://images.pokemontcg.io/swsh1/65_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-65,2025/02/22,0.25,0.01,89.0,0.53,0.2,3.99,,,
swsh1-66,Raichu,26.0,Pokémon,Stage 1,130,Lightning,"Pain-Full Punch (40), Mach Bolt (120)",Fighting ×2,1,Sword & Shield,2020/02/07,Hasuno,Rare,https://images.pokemontcg.io/swsh1/66.png,https://images.pokemontcg.io/swsh1/66_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-66,2025/02/22,0.34,0.05,2.0,0.47,0.21,4.99,,,
swsh1-67,Chinchou,170.0,Pokémon,Basic,70,Lightning,Gentle Slap (30),Fighting ×2,1,Sword & Shield,2020/02/07,Sumiyoshi Kizuki,Common,https://images.pokemontcg.io/swsh1/67.png,https://images.pokemontcg.io/swsh1/67_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-67,2025/02/22,0.04,0.01,1.32,0.18,0.08,2.0,,,
swsh1-68,Chinchou,170.0,Pokémon,Basic,60,Lightning,"Luring Glow (), Lightning Ball (20)",Fighting ×2,1,Sword & Shield,2020/02/07,Yukiko Baba,Common,https://images.pokemontcg.io/swsh1/68.png,https://images.pokemontcg.io/swsh1/68_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-68,2025/02/22,0.07,0.01,1.33,0.18,0.06,2.0,,,
swsh1-69,Lanturn,171.0,Pokémon,Stage 1,120,Lightning,"Ram (30), Strobe Shock (90)",Fighting ×2,2,Sword & Shield,2020/02/07,Naoyo Kimura,Rare,https://images.pokemontcg.io/swsh1/69.png,https://images.pokemontcg.io/swsh1/69_hires.png,https://prices.pokemontcg.io/tcgplayer/swsh1-69,2025/02/22,0.18,0.05,2.0,0.4,0.16,4.99,,,
