ID,Name,Pokedex Number,Supertype,Subtypes,HP,Types,Attacks,Weaknesses,Retreat Cost,Set Name,Release Date,Artist,Rarity,Card Image (Small),Card Image HiRes,TCG Player URL,TCG Price Date,TCG Market Price USD (Normal),TCG Low Price USD (Normal),TCG High Price USD (Normal),TCG Market Price USD (Reverse Holofoil),TCG Low Price USD (Reverse Holofoil),TCG High Price USD (Reverse Holofoil),TCG Market Price USD (Holofoil),TCG Low Price USD (Holofoil),TCG High Price USD (Holofoil)
base1-44,Bulbasaur,1.0,Pokémon,Basic,40,Grass,Leech Seed (20),Fire ×2,1,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/44.png,https://images.pokemontcg.io/base1/44_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-44,2025/02/22,1.94,0.15,89.0,,,,,,
base1-45,Caterpie,10.0,Pokémon,Basic,40,Grass,String Shot (10),Fire ×2,1,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/45.png,https://images.pokemontcg.io/base1/45_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-45,2025/02/22,0.88,0.2,11.5,,,,,,
base1-46,Charmander,4.0,Pokémon,Basic,50,Fire,"Scratch (10), Ember (30)",Water ×2,1,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/46.png,https://images.pokemontcg.io/base1/46_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-46,2025/02/22,1.3,0.23,89.0,,,,,,
base1-47,Diglett,50.0,Pokémon,Basic,30,Fighting,"Dig (10), Mud Slap (30)",Grass ×2,0,Base,1999/01/09,Keiji Kinebuchi,Common,https://images.pokemontcg.io/base1/47.png,https://images.pokemontcg.io/base1/47_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-47,2025/02/22,0.54,0.1,5.98,,,,,,
base1-48,Doduo,84.0,Pokémon,Basic,50,Colorless,Fury Attack (10×),Lightning ×2,0,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/48.png,https://images.pokemontcg.io/base1/48_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-48,2025/02/22,0.96,0.17,11.5,,,,,,
base1-49,Drowzee,96.0,Pokémon,Basic,50,Psychic,"Pound (10), Confuse Ray (10)",Psychic ×2,1,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/49.png,https://images.pokemontcg.io/base1/49_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-49,2025/02/22,0.6,0.05,2.99,,,,,,
base1-50,Gastly,92.0,Pokémon,Basic,30,Psychic,"Sleeping Gas (), Destiny Bond ()",,0,Base,1999/01/09,Keiji Kinebuchi,Common,https://images.pokemontcg.io/base1/50.png,https://images.pokemontcg.io/base1/50_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-50,2025/02/22,1.06,0.18,89.0,,,,,,
base1-51,Koffing,109.0,Pokémon,Basic,50,Grass,Foul Gas (10),Psychic ×2,1,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/51.png,https://images.pokemontcg.io/base1/51_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-51,2025/02/22,0.48,0.18,9999.0,,,,,,
base1-52,Machop,66.0,Pokémon,Basic,50,Fighting,Low Kick (20),Psychic ×2,1,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/52.png,https://images.pokemontcg.io/base1/52_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-52,2025/02/22,0.39,0.06,11.5,,,,,,
base1-53,Magnemite,81.0,Pokémon,Basic,40,Lightning,"Thunder Wave (10), Selfdestruct (40)",Fighting ×2,1,Base,1999/01/09,Keiji Kinebuchi,Common,https://images.pokemontcg.io/base1/53.png,https://images.pokemontcg.io/base1/53_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-53,2025/02/22,0.53,0.07,9999.0,,,,,,
base1-54,Metapod,11.0,Pokémon,Stage 1,70,Grass,"Stiffen (), Stun Spore (20)",Fire ×2,2,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/54.png,https://images.pokemontcg.io/base1/54_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-54,2025/02/22,0.62,0.25,9999.0,,,,,,
base1-55,Nidoran ♂,32.0,Pokémon,Basic,40,Grass,Horn Hazard (30),Psychic ×2,1,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/55.png,https://images.pokemontcg.io/base1/55_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-55,2025/02/22,0.6,0.19,89.0,,,,,,
base1-56,Onix,95.0,Pokémon,Basic,90,Fighting,"Rock Throw (10), Harden ()",Grass ×2,3,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/56.png,https://images.pokemontcg.io/base1/56_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-56,2025/02/22,0.55,0.09,11.5,,,,,,
base1-57,Pidgey,16.0,Pokémon,Basic,40,Colorless,Whirlwind (10),Lightning ×2,1,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/57.png,https://images.pokemontcg.io/base1/57_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-57,2025/02/22,0.95,0.2,11.5,,,,,,
base1-58,Pikachu,25.0,Pokémon,Basic,40,Lightning,"Gnaw (10), Thunder Jolt (30)",Fighting ×2,1,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/58.png,https://images.pokemontcg.io/base1/58_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-58,2025/02/22,3.34,0.5,9999.0,,,,,,
base1-59,Poliwag,60.0,Pokémon,Basic,40,Water,Water Gun (10+),Grass ×2,1,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/59.png,https://images.pokemontcg.io/base1/59_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-59,2025/02/22,0.67,0.07,9999.0,,,,,,
base1-60,Ponyta,77.0,Pokémon,Basic,40,Fire,"Smash Kick (20), Flame Tail (30)",Water ×2,1,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/60.png,https://images.pokemontcg.io/base1/60_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-60,2025/02/22,0.43,0.14,11.5,,,,,,
base1-61,Rattata,19.0,Pokémon,Basic,30,Colorless,Bite (20),Fighting ×2,0,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/61.png,https://images.pokemontcg.io/base1/61_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-61,2025/02/22,0.81,0.15,11.5,,,,,,
base1-62,Sandshrew,27.0,Pokémon,Basic,40,Fighting,Sand-attack (10),Grass ×2,1,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/62.png,https://images.pokemontcg.io/base1/62_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-62,2025/02/22,0.68,0.15,89.0,,,,,,
base1-63,Squirtle,7.0,Pokémon,Basic,40,Water,"Bubble (10), Withdraw ()",Lightning ×2,1,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/63.png,https://images.pokemontcg.io/base1/63_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-63,2025/02/22,2.83,0.25,89.0,,,,,,
base1-64,Starmie,121.0,Pokémon,Stage 1,60,Water,"Recover (), Star Freeze (20)",Lightning ×2,1,Base,1999/01/09,Keiji Kinebuchi,Common,https://images.pokemontcg.io/base1/64.png,https://images.pokemontcg.io/base1/64_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-64,2025/02/22,0.62,0.1,89.0,,,,,,
base1-65,Staryu,120.0,Pokémon,Basic,40,Water,Slap (20),Lightning ×2,1,Base,1999/01/09,Keiji Kinebuchi,Common,https://images.pokemontcg.io/base1/65.png,https://images.pokemontcg.io/base1/65_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-65,2025/02/22,0.5,0.12,11.5,,,,,,
base1-66,Tangela,114.0,Pokémon,Basic,50,Grass,"Bind (20), Poisonpowder (20)",Fire ×2,2,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/66.png,https://images.pokemontcg.io/base1/66_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-66,2025/02/22,0.99,0.14,89.0,,,,,,
base1-67,Voltorb,100.0,Pokémon,Basic,40,Lightning,Tackle (10),Fighting ×2,1,Base,1999/01/09,Keiji Kinebuchi,Common,https://images.pokemontcg.io/base1/67.png,https://images.pokemontcg.io/base1/67_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-67,2025/02/22,1.49,0.25,89.0,,,,,,
base1-68,Vulpix,37.0,Pokémon,Basic,50,Fire,Confuse Ray (10),Water ×2,1,Base,1999/01/09,Ken Sugimori,Common,https://images.pokemontcg.io/base1/68.png,https://images.pokemontcg.io/base1/68_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-68,2025/02/22,0.79,0.2,11.5,,,,,,
base1-69,Weedle,13.0,Pokémon,Basic,40,Grass,Poison Sting (10),Fire ×2,1,Base,1999/01/09,Mitsuhiro Arita,Common,https://images.pokemontcg.io/base1/69.png,https://images.pokemontcg.io/base1/69_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-69,2025/02/22,0.5,0.17,11.5,,,,,,
base1-70,Clefairy Doll,,Trainer,,10,,,,0,Base,1999/01/09,Keiji Kinebuchi,Rare,https://images.pokemontcg.io/base1/70.png,https://images.pokemontcg.io/base1/70_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-70,2025/02/22,4.61,1.99,89.0,,,,,,
base1-71,Computer Search,,Trainer,,,,,,0,Base,1999/01/09,Keiji Kinebuchi,Rare,https://images.pokemontcg.io/base1/71.png,https://images.pokemontcg.io/base1/71_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-71,2025/02/22,3.49,0.85,89.0,,,,,,
base1-72,Devolution Spray,,Trainer,,,,,,0,Base,1999/01/09,Keiji Kinebuchi,Rare,https://images.pokemontcg.io/base1/72.png,https://images.pokemontcg.io/base1/72_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-72,2025/02/22,3.36,1.15,9999.0,,,,,,
base1-73,Impostor Professor Oak,,Trainer,,,,,,0,Base,1999/01/09,Ken Sugimori,Rare,https://images.pokemontcg.io/base1/73.png,https://images.pokemontcg.io/base1/73_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-73,2025/02/22,5.07,1.75,7.9,,,,,,
base1-74,Item Finder,,Trainer,,,,,,0,Base,1999/01/09,Keiji Kinebuchi,Rare,https://images.pokemontcg.io/base1/74.png,https://images.pokemontcg.io/base1/74_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-74,2025/02/22,11.64,5.21,24.99,,,,,,
base1-75,Lass,,Trainer,,,,,,0,Base,1999/01/09,Ken Sugimori,Rare,https://images.pokemontcg.io/base1/75.png,https://images.pokemontcg.io/base1/75_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-75,2025/02/22,3.25,0.85,8.99,,,,,,
base1-76,Pokémon Breeder,,Trainer,,,,,,0,Base,1999/01/09,Ken Sugimori,Rare,https://images.pokemontcg.io/base1/76.png,https://images.pokemontcg.io/base1/76_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-76,2025/02/22,8.23,3.18,89.0,,,,,,
base1-77,Pokémon Trader,,Trainer,,,,,,0,Base,1999/01/09,Ken Sugimori,Rare,https://images.pokemontcg.io/base1/77.png,https://images.pokemontcg.io/base1/77_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-77,2025/02/22,4.56,1.84,89.0,,,,,,
base1-78,Scoop Up,,Trainer,,,,,,0,Base,1999/01/09,Keiji Kinebuchi,Rare,https://images.pokemontcg.io/base1/78.png,https://images.pokemontcg.io/base1/78_hires.png,https://prices.pokemontcg.io/tcgplayer/base1-78,2025/02/22,8.52,4.0,89.0,,,,,,
